target,split,model,train_rows,test_rows,train_actives,test_actives,ap,roc_auc,ef_0_5pct,ef_1pct,ef_2pct,bedroc20
PKM2,random,logreg_balanced,64000,16000,437,109,0.05035591409636539,0.8514481395331382,9.174311926605505,10.091743119266054,9.633027522935778,0.3830797939036432
PKM2,random,random_forest_balanced,64000,16000,437,109,0.1467446190292385,0.7548981911750867,44.03669724770642,29.357798165137613,16.972477064220183,0.4073524987121625
PKM2,random,lightgbm_weighted,64000,16000,437,109,0.29945119016812105,0.8469319948571662,60.55045871559633,35.77981651376147,24.77064220183486,0.5593457620251117
PKM2,random,xgboost_weighted,64000,16000,437,109,0.23752609878816178,0.8328607907424375,53.211009174311926,33.944954128440365,22.477064220183486,0.5134306773216828
PKM2,scaffold,logreg_balanced,64000,16000,469,77,0.021137543042089126,0.7851144020207639,25.974025974025974,12.987012987012987,9.09090909090909,0.32007047652878995
PKM2,scaffold,random_forest_balanced,64000,16000,469,77,0.060017457646280865,0.6882248254791117,28.57142857142857,19.48051948051948,12.337662337662337,0.32825505355042933
PKM2,scaffold,lightgbm_weighted,64000,16000,469,77,0.13270434931610134,0.7787028646791254,38.96103896103896,27.272727272727273,17.532467532467532,0.43962326540875857
PKM2,scaffold,xgboost_weighted,64000,16000,469,77,0.16030655422009338,0.7769888530109594,49.35064935064935,31.16883116883117,18.18181818181818,0.43377861529475714
MAPK1,random,logreg_balanced,49592,12398,242,60,0.015064450745916879,0.7720761063381423,3.332795698924731,3.332795698924731,2.4995967741935483,0.1786101550245846
MAPK1,random,random_forest_balanced,49592,12398,242,60,0.02256690932214031,0.6204638785324472,13.331182795698924,8.331989247311826,5.832392473118279,0.16484746504719433
MAPK1,random,lightgbm_weighted,49592,12398,242,60,0.02525619360505205,0.731266547792727,9.998387096774193,6.665591397849462,4.999193548387097,0.18387108560560086
MAPK1,random,xgboost_weighted,49592,12398,242,60,0.028788396696743088,0.7537242664937591,9.998387096774193,9.998387096774193,7.4987903225806445,0.24084167446056703
MAPK1,scaffold,logreg_balanced,49592,12398,250,52,0.014363215128969311,0.7643023589078992,0.0,1.9227667493796523,0.9613833746898262,0.21991052263724362
MAPK1,scaffold,random_forest_balanced,49592,12398,250,52,0.02590519898871494,0.6553819985295767,15.382133995037218,11.536600496277915,6.729683622828784,0.1912759570253313
MAPK1,scaffold,lightgbm_weighted,49592,12398,250,52,0.07216515409437951,0.7231819088088325,26.918734491315135,19.227667493796524,10.575217121588087,0.2907634947702821
MAPK1,scaffold,xgboost_weighted,49592,12398,250,52,0.057517498443140115,0.7817542897730814,23.07320099255583,13.459367245657567,9.613833746898262,0.30934834343201134
